# This file is automatically generated by the curve_fit function
param n := 252 ;
param m := 201 ;
param X := 
28 64 4.203238e+18
28 65 2.806962e+18
28 66 2.001001e+18
28 67 -1.313206e+18
28 68 1.436927e+18
28 69 1.903537e+18
28 70 -3.944737e+18
28 71 4.172577e+18
28 72 1.979120e+18
28 73 -1.903996e+18
28 74 3.932338e+18
28 75 -4.507344e+18
28 76 7.428921e+18
28 77 -2.333317e+18
28 78 -7.659330e+18
28 79 -3.887727e+18
28 80 5.711826e+18
28 81 6.645340e+18
28 82 -5.043250e+18
28 83 -7.040552e+18
28 84 -5.627475e+18
28 85 -4.367879e+18
28 86 -7.252262e+18
28 87 7.103119e+18
28 88 7.316759e+18
28 89 -5.361689e+18
28 90 2.808350e+18
28 91 2.038476e+18
28 92 -3.013824e+17
28 93 -8.137326e+18
28 94 1.653130e+18
28 95 7.741033e+18
28 96 6.093697e+18
28 97 -1.490891e+18
28 98 -3.360558e+18
28 99 1.498650e+18
28 100 3.570055e+18
28 101 4.157753e+18
28 102 1.578869e+18
28 103 5.735974e+18
28 104 7.297339e+18
28 105 -5.886021e+18
28 106 7.098124e+18
28 107 7.181908e+18
28 108 -9.002672e+18
28 109 -3.264475e+18
28 110 4.092904e+18
28 111 -1.720603e+17
28 112 -4.645629e+18
28 113 3.695222e+18
28 114 7.537284e+18
28 115 5.924932e+17
28 116 -2.449428e+18
28 117 7.652410e+18
28 118 3.700886e+18
28 119 7.690205e+18
28 120 4.721343e+18
28 121 -1.650937e+18
28 122 -7.681805e+18
28 123 -4.494558e+18
28 124 7.774155e+18
28 125 6.988002e+18
28 126 4.208602e+18
28 127 2.951782e+18
28 128 5.911141e+18
28 129 -6.419890e+18
28 130 -7.316327e+18
28 131 5.373355e+18
28 132 -2.493357e+18
28 133 6.466326e+18
28 134 8.570104e+18
28 135 -8.414871e+18
28 136 -5.840595e+18
28 137 8.324629e+18
28 138 3.404064e+18
28 139 -3.239931e+17
28 140 -8.747814e+18
28 141 3.616683e+18
28 142 5.416711e+18
28 143 -1.322744e+18
28 144 1.179398e+18
28 145 -5.049750e+18
28 146 -7.216049e+18
28 147 8.080869e+18
28 148 -3.177460e+18
28 149 6.442292e+18
28 150 7.921191e+18
28 151 -7.488768e+18
28 152 7.174616e+17
28 153 9.247180e+17
28 154 6.520641e+18
28 155 -8.410130e+18
28 156 -5.712592e+18
28 157 -6.666019e+18
28 158 4.484922e+18
28 159 -8.034327e+18
28 160 4.434092e+18
28 161 9.040021e+18
28 162 4.272881e+18
28 163 4.687331e+18
28 164 -2.569279e+18
28 165 4.416447e+18
28 166 8.563603e+18
28 167 -8.590383e+18
28 168 7.867320e+18
28 169 -8.943297e+18
28 170 -1.661358e+18
28 171 -7.963176e+18
28 172 6.355185e+18
28 173 5.569302e+18
28 174 2.797207e+18
28 175 1.737607e+18
28 176 -8.424852e+18
28 177 -6.110083e+18
28 178 1.048443e+18
28 179 -8.585519e+18
28 180 7.998672e+18
28 181 -5.396787e+18
28 182 1.860712e+18
28 183 -5.101004e+18
28 184 -8.599888e+18
28 185 7.610684e+18
28 186 2.574288e+18
28 187 -4.281194e+18
28 188 -4.911778e+18
28 189 -3.490785e+18
28 190 -2.017487e+18
28 191 8.680706e+17
28 192 4.991162e+18
28 193 5.634170e+18
28 194 4.548649e+18
28 195 -6.313685e+18
28 196 -4.448793e+18
28 197 9.009789e+18
28 198 3.456639e+18
28 199 1.095521e+18
28 200 -7.314426e+18
28 201 5.424672e+18
29 1 1.000000e+00
29 2 2.800000e+01
29 3 7.840000e+02
29 4 2.195200e+04
29 5 6.146560e+05
29 6 1.721037e+07
29 7 4.818903e+08
29 8 1.349293e+10
29 9 3.778020e+11
29 10 1.057846e+13
29 11 2.961968e+14
29 12 8.293509e+15
29 13 2.322183e+17
29 14 6.502111e+18
29 15 -2.408321e+18
29 16 6.353991e+18
29 17 -6.555696e+18
29 18 9.079614e+17
29 19 6.976176e+18
29 20 -7.581258e+18
29 21 9.085697e+18
29 22 -3.854910e+18
29 23 2.742991e+18
29 24 3.016778e+18
29 25 -7.763924e+18
29 26 3.971049e+18
29 27 5.089068e+17
29 28 -4.197355e+18
29 29 -6.845471e+18
29 30 -7.205759e+18
29 31 1.152922e+18
29 32 -4.611686e+18
29 33 0.000000e+00
29 34 0.000000e+00
29 35 0.000000e+00
29 36 0.000000e+00
29 37 0.000000e+00
29 38 0.000000e+00
29 39 0.000000e+00
29 40 0.000000e+00
29 41 0.000000e+00
29 42 0.000000e+00
29 43 0.000000e+00
29 44 0.000000e+00
29 45 0.000000e+00
29 46 0.000000e+00
29 47 0.000000e+00
29 48 0.000000e+00
29 49 0.000000e+00
29 50 0.000000e+00
29 51 0.000000e+00
29 52 0.000000e+00
29 53 0.000000e+00
29 54 0.000000e+00
29 55 0.000000e+00
29 56 0.000000e+00
29 57 0.000000e+00
29 58 0.000000e+00
29 59 0.000000e+00
29 60 0.000000e+00
29 61 0.000000e+00
29 62 0.000000e+00
29 63 0.000000e+00
29 64 0.000000e+00
29 65 0.000000e+00
29 66 0.000000e+00
29 67 0.000000e+00
29 68 0.000000e+00
29 69 0.000000e+00
29 70 0.000000e+00
29 71 0.000000e+00
29 72 0.000000e+00
29 73 0.000000e+00
29 74 0.000000e+00
29 75 0.000000e+00
29 76 0.000000e+00
29 77 0.000000e+00
29 78 0.000000e+00
29 79 0.000000e+00
29 80 0.000000e+00
29 81 0.000000e+00
29 82 0.000000e+00
29 83 0.000000e+00
29 84 0.000000e+00
29 85 0.000000e+00
29 86 0.000000e+00
29 87 0.000000e+00
29 88 0.000000e+00
29 89 0.000000e+00
29 90 0.000000e+00
29 91 0.000000e+00
29 92 0.000000e+00
29 93 0.000000e+00
29 94 0.000000e+00
29 95 0.000000e+00
29 96 0.000000e+00
29 97 0.000000e+00
29 98 0.000000e+00
29 99 0.000000e+00
29 100 0.000000e+00
29 101 0.000000e+00
29 102 0.000000e+00
29 103 0.000000e+00
29 104 0.000000e+00
29 105 0.000000e+00
29 106 0.000000e+00
29 107 0.000000e+00
29 108 0.000000e+00
29 109 0.000000e+00
29 110 0.000000e+00
29 111 0.000000e+00
29 112 0.000000e+00
29 113 0.000000e+00
29 114 0.000000e+00
29 115 0.000000e+00
29 116 0.000000e+00
29 117 0.000000e+00
29 118 0.000000e+00
29 119 0.000000e+00
29 120 0.000000e+00
29 121 0.000000e+00
29 122 0.000000e+00
29 123 0.000000e+00
29 124 0.000000e+00
29 125 0.000000e+00
29 126 0.000000e+00
29 127 0.000000e+00
29 128 0.000000e+00
29 129 0.000000e+00
29 130 0.000000e+00
29 131 0.000000e+00
29 132 0.000000e+00
29 133 0.000000e+00
29 134 0.000000e+00
29 135 0.000000e+00
29 136 0.000000e+00
29 137 0.000000e+00
29 138 0.000000e+00
29 139 0.000000e+00
29 140 0.000000e+00
29 141 0.000000e+00
29 142 0.000000e+00
29 143 0.000000e+00
29 144 0.000000e+00
29 145 0.000000e+00
29 146 0.000000e+00
29 147 0.000000e+00
29 148 0.000000e+00
29 149 0.000000e+00
29 150 0.000000e+00
29 151 0.000000e+00
29 152 0.000000e+00
29 153 0.000000e+00
29 154 0.000000e+00
29 155 0.000000e+00
29 156 0.000000e+00
29 157 0.000000e+00
29 158 0.000000e+00
29 159 0.000000e+00
29 160 0.000000e+00
29 161 0.000000e+00
29 162 0.000000e+00
29 163 0.000000e+00
29 164 0.000000e+00
29 165 0.000000e+00
29 166 0.000000e+00
29 167 0.000000e+00
29 168 0.000000e+00
29 169 0.000000e+00
29 170 0.000000e+00
29 171 0.000000e+00
29 172 0.000000e+00
29 173 0.000000e+00
29 174 0.000000e+00
29 175 0.000000e+00
29 176 0.000000e+00
29 177 0.000000e+00
29 178 0.000000e+00
29 179 0.000000e+00
29 180 0.000000e+00
29 181 0.000000e+00
29 182 0.000000e+00
29 183 0.000000e+00
29 184 0.000000e+00
29 185 0.000000e+00
29 186 0.000000e+00
29 187 0.000000e+00
29 188 0.000000e+00
29 189 0.000000e+00
29 190 0.000000e+00
29 191 0.000000e+00
29 192 0.000000e+00
29 193 0.000000e+00
29 194 0.000000e+00
29 195 0.000000e+00
29 196 0.000000e+00
29 197 0.000000e+00
29 198 0.000000e+00
29 199 0.000000e+00
29 200 0.000000e+00
29 201 0.000000e+00
30 1 1.000000e+00
30 2 2.900000e+01
30 3 8.410000e+02
30 4 2.438900e+04
30 5 7.072810e+05
30 6 2.051115e+07
30 7 5.948233e+08
30 8 1.724988e+10
30 9 5.002464e+11
30 10 1.450715e+13
30 11 4.207072e+14
30 12 1.220051e+16
30 13 3.538148e+17
30 14 -8.186115e+18
30 15 2.410327e+18
30 16 -3.887479e+18
30 17 -2.056424e+18
30 18 -4.296052e+18
30 19 4.541698e+18
30 20 2.582043e+18
30 21 1.092274e+18
30 22 -5.217534e+18
30 23 -3.734537e+18
30 24 2.378899e+18
30 25 -4.798906e+18
30 26 8.405669e+18
30 27 3.956720e+18
30 28 4.064420e+18
30 29 7.187708e+18
30 30 5.529355e+18
30 31 -5.669415e+18
30 32 1.607662e+18
30 33 -8.718029e+18
30 34 5.431565e+18
30 35 -8.505312e+18
30 36 -6.846364e+18
30 37 4.369643e+18
30 38 -2.407555e+18
30 39 3.967894e+18
30 40 4.388457e+18
30 41 -1.861967e+18
30 42 1.343183e+18
30 43 2.058821e+18
30 44 4.365564e+18
30 45 -2.525856e+18
30 46 5.371544e+17
30 47 -2.869267e+18
30 48 9.024969e+18
30 49 3.469680e+18
30 50 8.386998e+18
30 51 3.415267e+18
30 52 6.809014e+18
30 53 -5.452782e+18
30 54 7.890005e+18
30 55 7.449216e+18
30 56 -5.333651e+18
30 57 -7.101913e+18
30 58 -3.041288e+18
30 59 4.036372e+18
30 60 6.374316e+18
30 61 3.877314e+17
30 62 -7.202533e+18
30 63 -5.959283e+18
30 64 -6.798511e+18
30 65 5.757372e+18
30 66 9.430820e+17
30 67 8.902635e+18
30 68 -7.799444e+16
30 69 -2.261839e+18
30 70 8.193651e+18
30 71 -2.191790e+18
30 72 -8.221689e+18
30 73 1.378684e+18
30 74 3.088340e+18
30 75 -2.671867e+18
30 76 -3.697156e+18
30 77 3.462933e+18
30 78 8.191327e+18
30 79 -2.259198e+18
30 80 8.270241e+18
30 81 2.931727e+16
30 82 8.502009e+17
30 83 6.209082e+18
30 84 -4.404068e+18
30 85 1.409224e+18
30 86 3.974008e+18
30 87 4.565756e+18
30 88 3.279726e+18
30 89 2.878338e+18
30 90 -8.761930e+18
30 91 4.158433e+18
30 92 -8.532663e+18
30 93 -7.639547e+18
30 94 -1.859212e+17
30 95 -5.391714e+18
30 96 -8.785755e+18
30 97 3.467527e+18
30 98 8.324569e+18
30 99 1.604836e+18
30 100 -8.800002e+18
30 101 3.054347e+18
30 102 -3.657665e+18
30 103 4.608192e+18
30 104 4.510350e+18
30 105 1.672940e+18
30 106 -6.824979e+18
30 107 4.989784e+18
30 108 -2.870222e+18
30 109 8.997288e+18
30 110 2.666942e+18
30 111 3.554331e+18
30 112 -7.604875e+18
30 113 8.195462e+17
30 114 5.320097e+18
30 115 6.708862e+18
30 116 -8.357191e+18
30 117 -2.550864e+18
30 118 -1.880900e+17
30 119 -5.454609e+18
30 120 7.837033e+18
30 121 5.913018e+18
30 122 5.456820e+18
30 123 -7.772906e+18
30 124 -4.053358e+18
30 125 -6.866926e+18
30 126 3.773335e+18
30 127 -1.253761e+18
30 128 5.344293e+17
30 129 -2.948295e+18
30 130 6.733152e+18
30 131 -7.652779e+18
30 132 -5.696727e+17
30 133 1.926235e+18
30 134 5.205731e+17
30 135 -3.350125e+18
30 136 -4.919908e+18
30 137 4.896607e+18
30 138 -5.572341e+18
30 139 4.422804e+18
30 140 -8.658788e+17
30 141 -6.663741e+18
30 142 -8.781063e+18
30 143 3.603604e+18
30 144 -6.175951e+18
30 145 5.364874e+18
30 146 8.007392e+18
30 147 -7.593317e+18
30 148 1.154726e+18
30 149 -3.406447e+18
30 150 -6.553230e+18
30 151 -5.576222e+18
30 152 4.310247e+18
30 153 -4.130043e+18
30 154 -9.090788e+18
30 155 -5.378429e+18
30 156 -8.400482e+18
30 157 -3.806315e+18
30 158 2.973239e+17
30 159 8.622393e+18
30 160 -8.205024e+18
30 161 1.861967e+18
30 162 -1.343201e+18
30 163 -2.059337e+18
30 164 -4.380546e+18
30 165 2.091378e+18
30 166 5.309738e+18
30 167 6.408456e+18
30 168 1.377772e+18
30 169 3.061893e+18
30 170 -3.438819e+18
30 171 -7.492025e+18
30 172 4.092198e+18
30 173 7.993275e+18
30 174 -8.002701e+18
30 175 7.729330e+18
30 176 2.789646e+18
30 177 7.112767e+18
30 178 3.356066e+18
30 179 5.092183e+18
30 180 9.934015e+16
30 181 2.880864e+18
30 182 -8.688654e+18
30 183 6.283456e+18
30 184 -2.247222e+18
30 185 8.617537e+18
30 186 -8.345842e+18
30 187 -2.221742e+18
30 188 -9.090282e+18
30 189 -5.363769e+18
30 190 -7.975341e+18
30 191 8.522790e+18
30 192 7.353236e+18
30 193 -8.117077e+18
30 194 4.412430e+18
30 195 -1.166727e+18
30 196 3.058394e+18
30 197 -3.540303e+18
30 198 8.011690e+18
30 199 -7.468656e+18
30 200 4.769918e+18
30 201 9.200413e+18
31 1 1.000000e+00
31 2 3.000000e+01
31 3 9.000000e+02
31 4 2.700000e+04
31 5 8.100000e+05
31 6 2.430000e+07
31 7 7.290000e+08
31 8 2.187000e+10
31 9 6.561000e+11
31 10 1.968300e+13
31 11 5.904900e+14
31 12 1.771470e+16
31 13 5.314410e+17
31 14 -2.503514e+18
31 15 -1.318446e+18
31 16 -2.659889e+18
31 17 -6.009704e+18
31 18 4.176318e+18
31 19 -3.837664e+18
31 20 -4.449452e+18
31 21 -4.356359e+18
31 22 -1.563567e+18
31 23 8.433224e+18
31 24 -5.257685e+18
31 25 8.290147e+18
31 26 8.896730e+18
31 27 8.647495e+18
31 28 1.170438e+18
31 29 -1.780334e+18
31 30 1.930207e+18
31 31 2.565992e+18
31 32 3.192789e+18
31 33 3.549943e+18
31 34 -4.182186e+18
31 35 3.661633e+18
31 36 -8.314843e+17
31 37 -6.497784e+18
31 38 7.980671e+18
31 39 -3.875468e+17
31 40 6.820340e+18
31 41 1.696029e+18
31 42 -4.459375e+18
31 43 -4.654044e+18
31 44 7.952644e+18
31 45 -1.228339e+18
31 46 4.331196e+16
31 47 1.299359e+18
31 48 2.087278e+18
31 49 7.278098e+18
31 50 -3.017975e+18
31 51 1.694479e+18
31 52 -4.505851e+18
31 53 -6.048334e+18
31 54 3.017412e+18
31 55 -1.711368e+18
31 56 3.999196e+18
31 57 -9.151314e+18
31 58 2.161728e+18
31 59 -8.935142e+18
31 60 8.646911e+18
31 61 1.152922e+18
31 62 -2.305843e+18
31 63 4.611686e+18
31 64 -9.223372e+18
31 65 0.000000e+00
31 66 0.000000e+00
31 67 0.000000e+00
31 68 0.000000e+00
31 69 0.000000e+00
31 70 0.000000e+00
31 71 0.000000e+00
31 72 0.000000e+00
31 73 0.000000e+00
31 74 0.000000e+00
31 75 0.000000e+00
31 76 0.000000e+00
31 77 0.000000e+00
31 78 0.000000e+00
31 79 0.000000e+00
31 80 0.000000e+00
31 81 0.000000e+00
31 82 0.000000e+00
31 83 0.000000e+00
31 84 0.000000e+00
31 85 0.000000e+00
31 86 0.000000e+00
31 87 0.000000e+00
31 88 0.000000e+00
31 89 0.000000e+00
31 90 0.000000e+00
31 91 0.000000e+00
31 92 0.000000e+00
31 93 0.000000e+00
31 94 0.000000e+00
31 95 0.000000e+00
31 96 0.000000e+00
31 97 0.000000e+00
31 98 0.000000e+00
31 99 0.000000e+00
31 100 0.000000e+00
31 101 0.000000e+00
31 102 0.000000e+00
31 103 0.000000e+00
31 104 0.000000e+00
31 105 0.000000e+00
31 106 0.000000e+00
31 107 0.000000e+00
31 108 0.000000e+00
31 109 0.000000e+00
31 110 0.000000e+00
31 111 0.000000e+00
31 112 0.000000e+00
31 113 0.000000e+00
31 114 0.000000e+00
31 115 0.000000e+00
31 116 0.000000e+00
31 117 0.000000e+00
31 118 0.000000e+00
31 119 0.000000e+00
31 120 0.000000e+00
31 121 0.000000e+00
31 122 0.000000e+00
31 123 0.000000e+00
31 124 0.000000e+00
31 125 0.000000e+00
31 126 0.000000e+00
31 127 0.000000e+00
31 128 0.000000e+00
31 129 0.000000e+00
31 130 0.000000e+00
31 131 0.000000e+00
31 132 0.000000e+00
31 133 0.000000e+00
31 134 0.000000e+00
31 135 0.000000e+00
31 136 0.000000e+00
31 137 0.000000e+00
31 138 0.000000e+00
31 139 0.000000e+00
31 140 0.000000e+00
31 141 0.000000e+00
31 142 0.000000e+00
31 143 0.000000e+00
31 144 0.000000e+00
31 145 0.000000e+00
31 146 0.000000e+00
31 147 0.000000e+00
31 148 0.000000e+00
31 149 0.000000e+00
31 150 0.000000e+00
31 151 0.000000e+00
31 152 0.000000e+00
31 153 0.000000e+00
31 154 0.000000e+00
31 155 0.000000e+00
31 156 0.000000e+00
31 157 0.000000e+00
31 158 0.000000e+00
31 159 0.000000e+00
31 160 0.000000e+00
31 161 0.000000e+00
31 162 0.000000e+00
31 163 0.000000e+00
31 164 0.000000e+00
31 165 0.000000e+00
31 166 0.000000e+00
31 167 0.000000e+00
31 168 0.000000e+00
31 169 0.000000e+00
31 170 0.000000e+00
31 171 0.000000e+00
31 172 0.000000e+00
31 173 0.000000e+00
31 174 0.000000e+00
31 175 0.000000e+00
31 176 0.000000e+00
31 177 0.000000e+00
31 178 0.000000e+00
31 179 0.000000e+00
31 180 0.000000e+00
31 181 0.000000e+00
31 182 0.000000e+00
31 183 0.000000e+00
31 184 0.000000e+00
31 185 0.000000e+00
31 186 0.000000e+00
31 187 0.000000e+00
31 188 0.000000e+00
31 189 0.000000e+00
31 190 0.000000e+00
31 191 0.000000e+00
31 192 0.000000e+00
31 193 0.000000e+00
31 194 0.000000e+00
31 195 0.000000e+00
31 196 0.000000e+00
31 197 0.000000e+00
31 198 0.000000e+00
31 199 0.000000e+00
31 200 0.000000e+00
31 201 0.000000e+00
32 1 1.000000e+00
32 2 3.100000e+01
32 3 9.610000e+02
32 4 2.979100e+04
32 5 9.235210e+05
32 6 2.862915e+07
32 7 8.875037e+08
32 8 2.751261e+10
32 9 8.528910e+11
32 10 2.643962e+13
32 11 8.196283e+14
32 12 2.540848e+16
32 13 7.876628e+17
32 14 5.970802e+18
32 15 6.274282e+17
32 16 1.003530e+18
32 17 -5.784055e+18
32 18 5.161721e+18
32 19 -6.007347e+18
32 20 -1.760329e+18
32 21 7.700461e+17
32 22 5.424686e+18
32 23 2.144576e+18
32 24 -7.305118e+18
32 25 -5.097739e+18
32 26 7.990788e+18
32 27 7.906761e+18
32 28 5.301930e+18
32 29 -1.660864e+18
32 30 3.853438e+18
32 31 8.776101e+18
32 32 -4.642016e+18
32 33 3.671467e+18
32 34 3.135015e+18
32 35 4.951730e+18
32 36 5.929668e+18
32 37 -6.477204e+17
32 38 -1.632590e+18
32 39 4.729956e+18
32 40 -9.453231e+17
32 41 7.588471e+18
32 42 -4.565072e+18
32 43 6.056727e+18
32 44 3.291100e+18
32 45 -8.656356e+18
32 46 8.354117e+18
32 47 7.232086e+17
32 48 3.972721e+18
32 49 -5.972845e+18
32 50 -6.907471e+17
32 51 -2.966416e+18
32 52 2.748229e+17
32 53 8.519510e+18
32 54 5.850379e+18
32 55 -3.105677e+18
32 56 -4.042270e+18
32 57 3.816844e+18
32 58 7.641703e+18
32 59 -2.914892e+18
32 60 1.872064e+18
32 61 2.693745e+18
32 62 -8.727618e+18
32 63 6.145012e+18
32 64 6.027937e+18
32 65 2.398592e+18
32 66 5.693881e+17
32 67 -7.957130e+17
32 68 -6.220360e+18
32 69 -8.363712e+18
32 70 -1.020640e+18
32 71 5.253647e+18
32 72 -3.157627e+18
32 73 -5.652728e+18
32 74 -9.213872e+18
32 75 -8.928886e+18
32 76 -9.429721e+16
32 77 -2.923214e+18
32 78 1.614099e+18
32 79 -5.303166e+18
32 80 1.622546e+18
32 81 -5.041305e+18
32 82 -8.706510e+18
32 83 6.799351e+18
32 84 7.865685e+18
32 85 4.028558e+18
32 86 -4.241922e+18
32 87 -2.372362e+18
32 88 2.437609e+17
32 89 7.556589e+18
32 90 -5.553414e+18
32 91 -6.135152e+18
32 92 -5.722261e+18
32 93 7.077345e+18
32 94 -1.963245e+18
32 95 -5.520356e+18
32 96 -5.110336e+18
32 97 7.600292e+18
32 98 -4.198617e+18
32 99 -1.029926e+18
32 100 4.965777e+18
32 101 6.365140e+18
32 102 -5.594855e+18
32 103 -7.419801e+18
32 104 -8.652908e+18
32 105 8.461001e+18
32 106 4.036615e+18
32 107 -3.992150e+18
32 108 5.370565e+18
32 109 4.668085e+17
32 110 -3.975681e+18
32 111 5.881100e+18
32 112 -2.153346e+18
32 113 7.033258e+18
32 114 -3.329921e+18
32 115 7.452911e+18
32 116 -8.767441e+18
32 117 4.910492e+18
32 118 4.651293e+18
32 119 -3.383868e+18
32 120 5.780562e+18
32 121 -5.270020e+18
32 122 2.650063e+18
32 123 8.364980e+18
32 124 1.059969e+18
32 125 -4.034444e+18
32 126 4.059444e+18
32 127 -3.284438e+18
32 128 8.862889e+18
32 129 -1.951603e+18
32 130 -5.159456e+18
32 131 6.077559e+18
32 132 3.936894e+18
32 133 -7.083486e+18
32 134 1.772859e+18
32 135 -3.816036e+17
32 136 6.617033e+18
32 137 2.213832e+18
32 138 -5.158182e+18
32 139 6.117056e+18
32 140 5.161288e+18
32 141 -6.020754e+18
32 142 -2.175928e+18
32 143 6.333211e+18
32 144 -6.584657e+18
32 145 -1.210169e+18
32 146 -6.217652e+17
32 147 -8.279764e+17
32 148 -7.220524e+18
32 149 -2.475311e+18
32 150 -2.947675e+18
32 151 8.557943e+17
32 152 8.082879e+18
32 153 -7.685167e+18
32 154 1.567485e+18
32 155 -6.748200e+18
32 156 -6.280014e+18
32 157 8.233756e+18
32 158 -3.007967e+18
32 159 -1.013255e+18
32 160 5.482594e+18
32 161 3.939725e+18
32 162 -6.995728e+18
32 163 4.493374e+18
32 164 -8.279360e+18
32 165 1.594253e+18
32 166 -5.918385e+18
32 167 9.974931e+17
32 168 -5.971202e+18
32 169 -6.398338e+17
32 170 -1.388103e+18
32 171 -6.137711e+18
32 172 -5.801596e+18
32 173 4.617953e+18
32 174 -4.417398e+18
32 175 -7.812118e+18
32 176 -2.368000e+18
32 177 3.789622e+17
32 178 -6.698915e+18
32 179 -4.752194e+18
32 180 2.559416e+17
32 181 7.934190e+18
32 182 6.152215e+18
32 183 6.251234e+18
32 184 -9.125917e+18
32 185 -6.202264e+18
32 186 -7.802731e+18
32 187 -2.076985e+18
32 188 -9.046317e+18
32 189 -3.734658e+18
32 190 -5.093945e+18
32 191 8.108408e+18
32 192 -6.893784e+18
32 193 7.653633e+18
32 194 -2.545037e+18
32 195 -5.109184e+18
32 196 7.635989e+18
32 197 -3.092006e+18
32 198 -3.618455e+18
32 199 -1.491626e+18
32 200 9.099837e+18
32 201 5.393787e+18
33 1 1.000000e+00
33 2 3.200000e+01
33 3 1.024000e+03
33 4 3.276800e+04
33 5 1.048576e+06
33 6 3.355443e+07
33 7 1.073742e+09
33 8 3.435974e+10
33 9 1.099512e+12
33 10 3.518437e+13
33 11 1.125900e+15
33 12 3.602880e+16
33 13 1.152922e+18
33 14 0.000000e+00
33 15 0.000000e+00
33 16 0.000000e+00
33 17 0.000000e+00
33 18 0.000000e+00
33 19 0.000000e+00
33 20 0.000000e+00
33 21 0.000000e+00
33 22 0.000000e+00
33 23 0.000000e+00
33 24 0.000000e+00
33 25 0.000000e+00
33 26 0.000000e+00
33 27 0.000000e+00
33 28 0.000000e+00
33 29 0.000000e+00
33 30 0.000000e+00
33 31 0.000000e+00
33 32 0.000000e+00
33 33 0.000000e+00
33 34 0.000000e+00
33 35 0.000000e+00
33 36 0.000000e+00
33 37 0.000000e+00
33 38 0.000000e+00
33 39 0.000000e+00
33 40 0.000000e+00
33 41 0.000000e+00
33 42 0.000000e+00
33 43 0.000000e+00
33 44 0.000000e+00
33 45 0.000000e+00
33 46 0.000000e+00
33 47 0.000000e+00
33 48 0.000000e+00
33 49 0.000000e+00
33 50 0.000000e+00
33 51 0.000000e+00
33 52 0.000000e+00
33 53 0.000000e+00
33 54 0.000000e+00
33 55 0.000000e+00
33 56 0.000000e+00
33 57 0.000000e+00
33 58 0.000000e+00
33 59 0.000000e+00
33 60 0.000000e+00
33 61 0.000000e+00
33 62 0.000000e+00
33 63 0.000000e+00
33 64 0.000000e+00
33 65 0.000000e+00
33 66 0.000000e+00
33 67 0.000000e+00
33 68 0.000000e+00
33 69 0.000000e+00
33 70 0.000000e+00
33 71 0.000000e+00
33 72 0.000000e+00
33 73 0.000000e+00
33 74 0.000000e+00
33 75 0.000000e+00
33 76 0.000000e+00
33 77 0.000000e+00
33 78 0.000000e+00
33 79 0.000000e+00
33 80 0.000000e+00
33 81 0.000000e+00
33 82 0.000000e+00
33 83 0.000000e+00
33 84 0.000000e+00
33 85 0.000000e+00
33 86 0.000000e+00
33 87 0.000000e+00
33 88 0.000000e+00
33 89 0.000000e+00
33 90 0.000000e+00
33 91 0.000000e+00
33 92 0.000000e+00
33 93 0.000000e+00
33 94 0.000000e+00
33 95 0.000000e+00
33 96 0.000000e+00
33 97 0.000000e+00
33 98 0.000000e+00
33 99 0.000000e+00
33 100 0.000000e+00
33 101 0.000000e+00
33 102 0.000000e+00
33 103 0.000000e+00
33 104 0.000000e+00
33 105 0.000000e+00
33 106 0.000000e+00
33 107 0.000000e+00
33 108 0.000000e+00
33 109 0.000000e+00
33 110 0.000000e+00
33 111 0.000000e+00
33 112 0.000000e+00
33 113 0.000000e+00
33 114 0.000000e+00
33 115 0.000000e+00
33 116 0.000000e+00
33 117 0.000000e+00
33 118 0.000000e+00
33 119 0.000000e+00
33 120 0.000000e+00
33 121 0.000000e+00
33 122 0.000000e+00
33 123 0.000000e+00
33 124 0.000000e+00
33 125 0.000000e+00
33 126 0.000000e+00
33 127 0.000000e+00
33 128 0.000000e+00
33 129 0.000000e+00
33 130 0.000000e+00
33 131 0.000000e+00
33 132 0.000000e+00
33 133 0.000000e+00
33 134 0.000000e+00
33 135 0.000000e+00
33 136 0.000000e+00
33 137 0.000000e+00
33 138 0.000000e+00
33 139 0.000000e+00
33 140 0.000000e+00
33 141 0.000000e+00
33 142 0.000000e+00
33 143 0.000000e+00
33 144 0.000000e+00
33 145 0.000000e+00
33 146 0.000000e+00
33 147 0.000000e+00
33 148 0.000000e+00
33 149 0.000000e+00
33 150 0.000000e+00
33 151 0.000000e+00
33 152 0.000000e+00
33 153 0.000000e+00
33 154 0.000000e+00
33 155 0.000000e+00
33 156 0.000000e+00
33 157 0.000000e+00
33 158 0.000000e+00
33 159 0.000000e+00
33 160 0.000000e+00
33 161 0.000000e+00
33 162 0.000000e+00
33 163 0.000000e+00
33 164 0.000000e+00
33 165 0.000000e+00
33 166 0.000000e+00
33 167 0.000000e+00
33 168 0.000000e+00
33 169 0.000000e+00
33 170 0.000000e+00
33 171 0.000000e+00
33 172 0.000000e+00
33 173 0.000000e+00
33 174 0.000000e+00
33 175 0.000000e+00
33 176 0.000000e+00
33 177 0.000000e+00
33 178 0.000000e+00
33 179 0.000000e+00
33 180 0.000000e+00
33 181 0.000000e+00
33 182 0.000000e+00
33 183 0.000000e+00
33 184 0.000000e+00
33 185 0.000000e+00
33 186 0.000000e+00
33 187 0.000000e+00
33 188 0.000000e+00
33 189 0.000000e+00
33 190 0.000000e+00
33 191 0.000000e+00
33 192 0.000000e+00
33 193 0.000000e+00
33 194 0.000000e+00
33 195 0.000000e+00
33 196 0.000000e+00
33 197 0.000000e+00
33 198 0.000000e+00
